"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Grays Harbor County, WA"	"53027"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	71122	28.1	17.2	43.4	27.5	16.6	42.9	0.0%
	"Grays Harbor County, WA"	"53027"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	17	71122	Unreliable	13.9	38.3	Unreliable	11.0	32.3	0.0%
	"Grays Harbor County, WA"	"53027"	"2015"	"2015"	"All Other Causes"	"O"	759	71122	1067.2	991.3	1143.1	776.5	719.5	833.5	0.0%
	"Island County, WA"	"53029"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	80593	Unreliable	7.7	26.0	Unreliable	7.2	25.8	0.0%
	"Island County, WA"	"53029"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	15	80593	Unreliable	10.4	30.7	Unreliable	8.3	26.5	0.0%
	"Island County, WA"	"53029"	"2015"	"2015"	"All Other Causes"	"O"	735	80593	912.0	846.1	977.9	587.5	543.0	632.0	0.0%
	"Jefferson County, WA"	"53031"	"2015"	"2015"	"All Other Causes"	"O"	370	30466	1214.5	1090.7	1338.2	613.6	541.8	685.4	0.0%
	"King County, WA"	"53033"	"2015"	"2015"	"Drug-Induced Causes"	"D"	308	2117125	14.5	12.9	16.2	13.6	12.1	15.2	0.0%
	"King County, WA"	"53033"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	221	2117125	10.4	9.1	11.8	9.4	8.1	10.6	0.0%
	"King County, WA"	"53033"	"2015"	"2015"	"All Other Causes"	"O"	12188	2117125	575.7	565.5	585.9	561.2	551.0	571.4	0.4%
	"Kitsap County, WA"	"53035"	"2015"	"2015"	"Drug-Induced Causes"	"D"	49	260131	18.8	13.9	24.9	17.0	12.4	22.8	0.0%
	"Kitsap County, WA"	"53035"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	44	260131	16.9	12.3	22.7	15.3	10.9	20.8	0.0%
	"Kitsap County, WA"	"53035"	"2015"	"2015"	"All Other Causes"	"O"	2057	260131	790.8	756.6	824.9	666.0	636.5	695.5	0.1%
	"Kittitas County, WA"	"53037"	"2015"	"2015"	"All Other Causes"	"O"	294	43269	679.5	601.8	757.1	626.6	553.0	700.2	0.0%
	"Klickitat County, WA"	"53039"	"2015"	"2015"	"All Other Causes"	"O"	149	21026	708.6	594.9	822.4	494.6	412.1	577.0	0.0%
	"Lewis County, WA"	"53041"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	75882	Unreliable	8.2	27.6	Unreliable	7.3	27.9	0.0%
	"Lewis County, WA"	"53041"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	19	75882	Unreliable	15.1	39.1	Unreliable	10.3	27.6	0.0%
	"Lewis County, WA"	"53041"	"2015"	"2015"	"All Other Causes"	"O"	868	75882	1143.9	1067.8	1220.0	808.6	753.2	864.0	0.0%
	"Lincoln County, WA"	"53043"	"2015"	"2015"	"All Other Causes"	"O"	97	10321	939.8	762.1	1146.5	511.7	412.5	627.6	0.0%
	"Mason County, WA"	"53045"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	61023	Unreliable	13.8	40.5	Unreliable	12.6	40.3	0.0%
	"Mason County, WA"	"53045"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	17	61023	Unreliable	16.2	44.6	Unreliable	12.2	36.1	0.0%
	"Mason County, WA"	"53045"	"2015"	"2015"	"All Other Causes"	"O"	651	61023	1066.8	984.9	1148.8	730.8	672.3	789.4	0.0%
	"Okanogan County, WA"	"53047"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	41516	Unreliable	13.2	47.4	Unreliable	11.7	44.7	0.0%
	"Okanogan County, WA"	"53047"	"2015"	"2015"	"All Other Causes"	"O"	450	41516	1083.9	983.8	1184.1	791.0	715.1	866.8	0.0%
	"Pacific County, WA"	"53049"	"2015"	"2015"	"All Other Causes"	"O"	324	20848	1554.1	1384.9	1723.3	863.8	762.0	965.6	0.0%
	"Pend Oreille County, WA"	"53051"	"2015"	"2015"	"All Other Causes"	"O"	134	13088	1023.8	850.5	1197.2	700.1	570.2	829.9	0.0%
	"Pierce County, WA"	"53053"	"2015"	"2015"	"Drug-Induced Causes"	"D"	158	843954	18.7	15.8	21.6	18.3	15.4	21.2	0.0%
	"Pierce County, WA"	"53053"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	133	843954	15.8	13.1	18.4	14.2	11.7	16.6	0.0%
	"Pierce County, WA"	"53053"	"2015"	"2015"	"All Other Causes"	"O"	6152	843954	728.9	710.7	747.2	717.8	699.6	736.1	0.2%
	"San Juan County, WA"	"53055"	"2015"	"2015"	"All Other Causes"	"O"	144	16252	886.0	741.3	1030.8	492.2	401.7	582.7	0.0%
	"Skagit County, WA"	"53057"	"2015"	"2015"	"Drug-Induced Causes"	"D"	27	121846	22.2	14.6	32.2	21.5	13.9	31.8	0.0%
	"Skagit County, WA"	"53057"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	33	121846	27.1	18.6	38.0	23.5	15.8	33.5	0.0%
	"Skagit County, WA"	"53057"	"2015"	"2015"	"All Other Causes"	"O"	1131	121846	928.2	874.1	982.3	659.2	619.7	698.6	0.0%
	"Skamania County, WA"	"53059"	"2015"	"2015"	"All Other Causes"	"O"	85	11339	749.6	598.8	926.9	565.4	445.5	707.7	0.0%
	"Snohomish County, WA"	"53061"	"2015"	"2015"	"Drug-Induced Causes"	"D"	141	772501	18.3	15.2	21.3	17.3	14.4	20.1	0.0%
	"Snohomish County, WA"	"53061"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	124	772501	16.1	13.2	18.9	13.8	11.4	16.3	0.0%
	"Snohomish County, WA"	"53061"	"2015"	"2015"	"All Other Causes"	"O"	5046	772501	653.2	635.2	671.2	670.3	651.4	689.2	0.2%
	"Spokane County, WA"	"53063"	"2015"	"2015"	"Drug-Induced Causes"	"D"	101	490945	20.6	16.6	24.6	20.3	16.3	24.4	0.0%
	"Spokane County, WA"	"53063"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	106	490945	21.6	17.5	25.7	19.0	15.2	22.7	0.0%
	"Spokane County, WA"	"53063"	"2015"	"2015"	"All Other Causes"	"O"	4393	490945	894.8	868.3	921.3	766.6	743.5	789.7	0.2%
	"Stevens County, WA"	"53065"	"2015"	"2015"	"All Other Causes"	"O"	475	43791	1084.7	987.1	1182.2	769.7	697.2	842.2	0.0%
	"Thurston County, WA"	"53067"	"2015"	"2015"	"Drug-Induced Causes"	"D"	39	269536	14.5	10.3	19.8	14.5	10.3	20.0	0.0%
	"Thurston County, WA"	"53067"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	31	269536	11.5	7.8	16.3	9.8	6.6	14.1	0.0%
	"Thurston County, WA"	"53067"	"2015"	"2015"	"All Other Causes"	"O"	2167	269536	804.0	770.1	837.8	684.1	654.8	713.5	0.1%
	"Wahkiakum County, WA"	"53069"	"2015"	"2015"	"All Other Causes"	"O"	45	4042	1113.3	812.1	1489.7	583.4	404.0	815.2	0.0%
	"Walla Walla County, WA"	"53071"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	60338	Unreliable	9.1	32.6	Unreliable	8.2	29.5	0.0%
	"Walla Walla County, WA"	"53071"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	14	60338	Unreliable	12.7	38.9	Unreliable	10.5	33.7	0.0%
	"Walla Walla County, WA"	"53071"	"2015"	"2015"	"All Other Causes"	"O"	566	60338	938.0	860.8	1015.3	673.5	615.7	731.2	0.0%
	"Whatcom County, WA"	"53073"	"2015"	"2015"	"Drug-Induced Causes"	"D"	35	212284	16.5	11.5	22.9	17.0	11.7	23.8	0.0%
	"Whatcom County, WA"	"53073"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	40	212284	18.8	13.5	25.7	16.7	11.7	23.0	0.0%
	"Whatcom County, WA"	"53073"	"2015"	"2015"	"All Other Causes"	"O"	1559	212284	734.4	697.9	770.8	625.2	593.6	656.8	0.1%
	"Whitman County, WA"	"53075"	"2015"	"2015"	"All Other Causes"	"O"	288	48177	597.8	528.8	666.8	734.1	647.4	820.7	0.0%
	"Yakima County, WA"	"53077"	"2015"	"2015"	"Drug-Induced Causes"	"D"	32	248830	12.9	8.8	18.2	14.2	9.7	20.2	0.0%
	"Yakima County, WA"	"53077"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	42	248830	16.9	12.2	22.8	16.6	11.9	22.7	0.0%
	"Yakima County, WA"	"53077"	"2015"	"2015"	"All Other Causes"	"O"	1875	248830	753.5	719.4	787.6	734.3	700.7	768.0	0.1%
	"Barbour County, WV"	"54001"	"2015"	"2015"	"All Other Causes"	"O"	196	16704	1173.4	1009.1	1337.6	872.3	747.3	997.2	0.0%
	"Berkeley County, WV"	"54003"	"2015"	"2015"	"Drug-Induced Causes"	"D"	48	111901	42.9	31.6	56.9	42.9	31.4	57.3	0.0%
	"Berkeley County, WV"	"54003"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	111901	Unreliable	6.2	19.9	Unreliable	5.1	16.3	0.0%
	"Berkeley County, WV"	"54003"	"2015"	"2015"	"All Other Causes"	"O"	929	111901	830.2	776.8	883.6	858.1	801.1	915.1	0.0%
	"Boone County, WV"	"54005"	"2015"	"2015"	"Drug-Induced Causes"	"D"	18	23372	Unreliable	45.6	121.7	Unreliable	43.5	119.7	0.0%
	"Boone County, WV"	"54005"	"2015"	"2015"	"All Other Causes"	"O"	324	23372	1386.3	1235.3	1537.2	1122.3	997.1	1247.4	0.0%
	"Braxton County, WV"	"54007"	"2015"	"2015"	"All Other Causes"	"O"	176	14415	1221.0	1040.6	1401.3	834.5	707.2	961.9	0.0%
	"Brooke County, WV"	"54009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	23350	Unreliable	20.5	78.8	Unreliable	23.9	99.2	0.0%
	"Brooke County, WV"	"54009"	"2015"	"2015"	"All Other Causes"	"O"	336	23350	1439.0	1285.1	1592.8	853.6	759.3	947.9	0.0%
	"Cabell County, WV"	"54011"	"2015"	"2015"	"Drug-Induced Causes"	"D"	79	96844	81.6	64.6	101.7	91.0	71.7	113.9	0.0%
	"Cabell County, WV"	"54011"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	96844	Unreliable	7.1	23.0	Unreliable	6.8	22.9	0.0%
	"Cabell County, WV"	"54011"	"2015"	"2015"	"All Other Causes"	"O"	1136	96844	1173.0	1104.8	1241.2	913.5	859.2	967.9	0.0%
	"Calhoun County, WV"	"54013"	"2015"	"2015"	"All Other Causes"	"O"	94	7470	1258.4	1016.9	1539.9	829.7	665.5	1022.3	0.0%
	"Clay County, WV"	"54015"	"2015"	"2015"	"All Other Causes"	"O"	105	8910	1178.5	953.0	1403.9	875.6	703.4	1047.8	0.0%
	"Doddridge County, WV"	"54017"	"2015"	"2015"	"All Other Causes"	"O"	85	8176	1039.6	830.4	1285.5	831.6	660.4	1033.6	0.0%
	"Fayette County, WV"	"54019"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	44997	Unreliable	13.8	46.6	Unreliable	15.1	51.0	0.0%
	"Fayette County, WV"	"54019"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	44997	Unreliable	10.7	40.9	Unreliable	8.1	33.6	0.0%
	"Fayette County, WV"	"54019"	"2015"	"2015"	"All Other Causes"	"O"	631	44997	1402.3	1292.9	1511.7	1004.2	923.6	1084.9	0.0%
	"Gilmer County, WV"	"54021"	"2015"	"2015"	"All Other Causes"	"O"	84	8518	986.1	786.6	1220.9	790.0	629.3	979.4	0.0%
	"Grant County, WV"	"54023"	"2015"	"2015"	"All Other Causes"	"O"	135	11766	1147.4	953.8	1340.9	760.4	626.6	894.2	0.0%
	"Greenbrier County, WV"	"54025"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	35516	Unreliable	17.5	59.0	Unreliable	18.7	66.9	0.0%
	"Greenbrier County, WV"	"54025"	"2015"	"2015"	"All Other Causes"	"O"	481	35516	1354.3	1233.3	1475.4	882.9	800.5	965.4	0.0%
	"Hampshire County, WV"	"54027"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	23353	Unreliable	29.6	95.2	Unreliable	28.8	97.5	0.0%
	"Hampshire County, WV"	"54027"	"2015"	"2015"	"All Other Causes"	"O"	264	23353	1130.5	994.1	1266.8	849.6	742.9	956.4	0.0%
	"Hancock County, WV"	"54029"	"2015"	"2015"	"Drug-Induced Causes"	"D"	15	29815	Unreliable	28.2	83.0	Unreliable	33.0	101.1	0.0%
	"Hancock County, WV"	"54029"	"2015"	"2015"	"All Other Causes"	"O"	394	29815	1321.5	1191.0	1452.0	841.7	754.9	928.5	0.0%
	"Hardy County, WV"	"54031"	"2015"	"2015"	"All Other Causes"	"O"	166	13852	1198.4	1016.1	1380.7	874.0	737.7	1010.4	0.0%
	"Harrison County, WV"	"54033"	"2015"	"2015"	"Drug-Induced Causes"	"D"	19	68714	Unreliable	16.6	43.2	Unreliable	18.3	47.5	0.0%
	"Harrison County, WV"	"54033"	"2015"	"2015"	"All Other Causes"	"O"	823	68714	1197.7	1115.9	1279.5	864.9	804.7	925.2	0.0%
	"Jackson County, WV"	"54035"	"2015"	"2015"	"All Other Causes"	"O"	359	29237	1227.9	1100.9	1354.9	899.0	803.5	994.6	0.0%
	"Jefferson County, WV"	"54037"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	56482	Unreliable	17.5	48.2	Unreliable	15.5	43.9	0.0%
	"Jefferson County, WV"	"54037"	"2015"	"2015"	"All Other Causes"	"O"	425	56482	752.5	680.9	824.0	711.6	642.0	781.3	0.0%
	"Kanawha County, WV"	"54039"	"2015"	"2015"	"Drug-Induced Causes"	"D"	111	188332	58.9	48.0	69.9	61.7	49.9	73.5	0.0%
	"Kanawha County, WV"	"54039"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	41	188332	21.8	15.6	29.5	18.3	12.8	25.4	0.0%
	"Kanawha County, WV"	"54039"	"2015"	"2015"	"All Other Causes"	"O"	2382	188332	1264.8	1214.0	1315.6	908.2	870.8	945.6	0.1%
	"Lewis County, WV"	"54041"	"2015"	"2015"	"All Other Causes"	"O"	236	16448	1434.8	1251.8	1617.9	1042.0	905.8	1178.2	0.0%
	"Lincoln County, WV"	"54043"	"2015"	"2015"	"All Other Causes"	"O"	251	21415	1172.1	1027.1	1317.1	949.4	827.8	1071.0	0.0%
	"Logan County, WV"	"54045"	"2015"	"2015"	"Drug-Induced Causes"	"D"	24	34707	69.2	44.3	102.9	70.9	45.0	106.4	0.0%
	"Logan County, WV"	"54045"	"2015"	"2015"	"All Other Causes"	"O"	547	34707	1576.1	1444.0	1708.1	1246.1	1138.1	1354.1	0.0%
	"McDowell County, WV"	"54047"	"2015"	"2015"	"Drug-Induced Causes"	"D"	28	19835	141.2	93.8	204.0	151.8	99.1	222.4	0.0%
	"McDowell County, WV"	"54047"	"2015"	"2015"	"All Other Causes"	"O"	318	19835	1603.2	1427.0	1779.4	1152.2	1020.5	1284.0	0.0%
	"Marion County, WV"	"54049"	"2015"	"2015"	"All Other Causes"	"O"	701	56925	1231.4	1140.3	1322.6	879.5	812.6	946.3	0.0%
	"Marshall County, WV"	"54051"	"2015"	"2015"	"All Other Causes"	"O"	404	31978	1263.4	1140.2	1386.6	837.1	753.0	921.3	0.0%
	"Mason County, WV"	"54053"	"2015"	"2015"	"All Other Causes"	"O"	357	27037	1320.4	1183.4	1457.4	963.5	861.0	1066.0	0.0%
	"Mercer County, WV"	"54055"	"2015"	"2015"	"Drug-Induced Causes"	"D"	38	61164	62.1	44.0	85.3	63.1	44.0	87.8	0.0%
	"Mercer County, WV"	"54055"	"2015"	"2015"	"All Other Causes"	"O"	845	61164	1381.5	1288.4	1474.7	976.0	907.6	1044.4	0.0%
	"Mineral County, WV"	"54057"	"2015"	"2015"	"All Other Causes"	"O"	336	27451	1224.0	1093.1	1354.9	895.7	797.5	993.9	0.0%
	"Mingo County, WV"	"54059"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	25292	Unreliable	30.3	92.9	Unreliable	29.0	93.1	0.0%
	"Mingo County, WV"	"54059"	"2015"	"2015"	"All Other Causes"	"O"	323	25292	1277.1	1137.8	1416.4	1119.5	993.5	1245.6	0.0%
	"Monongalia County, WV"	"54061"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	104236	Unreliable	7.3	22.5	Unreliable	7.1	22.9	0.0%
	"Monongalia County, WV"	"54061"	"2015"	"2015"	"All Other Causes"	"O"	696	104236	667.7	618.1	717.3	764.9	706.9	822.8	0.0%
	"Monroe County, WV"	"54063"	"2015"	"2015"	"All Other Causes"	"O"	174	13506	1288.3	1096.9	1479.7	850.9	718.8	982.9	0.0%
	"Morgan County, WV"	"54065"	"2015"	"2015"	"All Other Causes"	"O"	200	17524	1141.3	983.1	1299.5	778.1	666.9	889.3	0.0%
	"Nicholas County, WV"	"54067"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	25594	Unreliable	24.2	81.9	Unreliable	28.6	96.6	0.0%
	"Nicholas County, WV"	"54067"	"2015"	"2015"	"All Other Causes"	"O"	306	25594	1195.6	1061.6	1329.6	891.3	787.8	994.9	0.0%
	"Ohio County, WV"	"54069"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	43066	Unreliable	17.8	54.5	Unreliable	19.1	61.2	0.0%
	"Ohio County, WV"	"54069"	"2015"	"2015"	"All Other Causes"	"O"	565	43066	1311.9	1203.8	1420.1	815.1	745.1	885.1	0.0%
	"Pendleton County, WV"	"54071"	"2015"	"2015"	"All Other Causes"	"O"	93	7229	1286.5	1038.4	1576.0	701.9	552.0	879.8	0.0%
	"Pleasants County, WV"	"54073"	"2015"	"2015"	"All Other Causes"	"O"	89	7674	1159.8	931.4	1427.2	868.1	694.3	1072.1	0.0%
	"Pocahontas County, WV"	"54075"	"2015"	"2015"	"All Other Causes"	"O"	103	8607	1196.7	965.6	1427.8	820.9	654.7	987.2	0.0%
	"Preston County, WV"	"54077"	"2015"	"2015"	"All Other Causes"	"O"	379	33940	1116.7	1004.3	1229.1	854.9	767.2	942.6	0.0%
	"Putnam County, WV"	"54079"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	56848	35.2	21.5	54.3	38.3	23.4	59.2	0.0%
	"Putnam County, WV"	"54079"	"2015"	"2015"	"All Other Causes"	"O"	543	56848	955.2	874.8	1035.5	791.0	723.3	858.6	0.0%
	"Raleigh County, WV"	"54081"	"2015"	"2015"	"Drug-Induced Causes"	"D"	62	77510	80.0	61.3	102.5	85.0	64.7	109.7	0.0%
	"Raleigh County, WV"	"54081"	"2015"	"2015"	"All Other Causes"	"O"	1016	77510	1310.8	1230.2	1391.4	972.1	910.6	1033.6	0.0%
	"Randolph County, WV"	"54083"	"2015"	"2015"	"All Other Causes"	"O"	365	29126	1253.2	1124.6	1381.7	868.4	776.4	960.5	0.0%
	"Ritchie County, WV"	"54085"	"2015"	"2015"	"All Other Causes"	"O"	126	9982	1262.3	1041.9	1482.7	860.8	705.8	1015.8	0.0%
	"Roane County, WV"	"54087"	"2015"	"2015"	"All Other Causes"	"O"	189	14435	1309.3	1122.6	1496.0	942.6	803.8	1081.5	0.0%
	"Summers County, WV"	"54089"	"2015"	"2015"	"All Other Causes"	"O"	198	13239	1495.6	1287.3	1703.9	983.2	841.0	1125.3	0.0%
	"Taylor County, WV"	"54091"	"2015"	"2015"	"All Other Causes"	"O"	209	16912	1235.8	1068.3	1403.4	912.7	785.9	1039.6	0.0%
	"Tucker County, WV"	"54093"	"2015"	"2015"	"All Other Causes"	"O"	84	6966	1205.9	961.8	1492.9	766.3	606.7	955.1	0.0%
	"Tyler County, WV"	"54095"	"2015"	"2015"	"All Other Causes"	"O"	114	8975	1270.2	1037.0	1503.4	827.4	672.0	982.9	0.0%
	"Upshur County, WV"	"54097"	"2015"	"2015"	"All Other Causes"	"O"	252	24758	1017.9	892.2	1143.5	783.8	684.3	883.4	0.0%
	"Wayne County, WV"	"54099"	"2015"	"2015"	"Drug-Induced Causes"	"D"	16	40971	Unreliable	22.3	63.4	Unreliable	23.1	67.9	0.0%
	"Wayne County, WV"	"54099"	"2015"	"2015"	"All Other Causes"	"O"	507	40971	1237.5	1129.7	1345.2	918.2	836.5	999.8	0.0%
	"Webster County, WV"	"54101"	"2015"	"2015"	"All Other Causes"	"O"	127	8755	1450.6	1198.3	1702.9	996.5	814.6	1178.3	0.0%
	"Wetzel County, WV"	"54103"	"2015"	"2015"	"All Other Causes"	"O"	205	15816	1296.2	1118.7	1473.6	850.9	730.5	971.3	0.0%
	"Wirt County, WV"	"54105"	"2015"	"2015"	"All Other Causes"	"O"	65	5880	1105.4	853.2	1409.0	861.8	656.0	1111.7	0.0%
	"Wood County, WV"	"54107"	"2015"	"2015"	"Drug-Induced Causes"	"D"	24	86452	27.8	17.8	41.3	30.9	19.6	46.4	0.0%
	"Wood County, WV"	"54107"	"2015"	"2015"	"All Other Causes"	"O"	1046	86452	1209.9	1136.6	1283.2	887.4	832.6	942.2	0.0%
	"Wyoming County, WV"	"54109"	"2015"	"2015"	"Drug-Induced Causes"	"D"	24	22151	108.3	69.4	161.2	112.4	71.3	168.7	0.0%
	"Wyoming County, WV"	"54109"	"2015"	"2015"	"All Other Causes"	"O"	315	22151	1422.1	1265.0	1579.1	1108.8	981.8	1235.7	0.0%
	"Adams County, WI"	"55001"	"2015"	"2015"	"All Other Causes"	"O"	253	20148	1255.7	1101.0	1410.4	698.9	607.0	790.9	0.0%
	"Ashland County, WI"	"55003"	"2015"	"2015"	"All Other Causes"	"O"	183	15843	1155.1	987.7	1322.4	873.8	743.4	1004.3	0.0%
	"Barron County, WI"	"55005"	"2015"	"2015"	"All Other Causes"	"O"	469	45563	1029.3	936.2	1122.5	674.9	612.1	737.8	0.0%
	"Bayfield County, WI"	"55007"	"2015"	"2015"	"All Other Causes"	"O"	171	14977	1141.8	970.6	1312.9	730.4	613.7	847.1	0.0%
	"Brown County, WI"	"55009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	31	258718	12.0	8.1	17.0	12.0	8.1	17.2	0.0%
	"Brown County, WI"	"55009"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	27	258718	10.4	6.9	15.2	9.0	5.9	13.2	0.0%
	"Brown County, WI"	"55009"	"2015"	"2015"	"All Other Causes"	"O"	1916	258718	740.6	707.4	773.7	678.6	647.8	709.4	0.1%
	"Buffalo County, WI"	"55011"	"2015"	"2015"	"All Other Causes"	"O"	123	13192	932.4	767.6	1097.2	627.7	512.2	743.2	0.0%
	"Burnett County, WI"	"55013"	"2015"	"2015"	"All Other Causes"	"O"	179	15159	1180.8	1007.8	1353.8	643.4	543.5	743.2	0.0%
	"Calumet County, WI"	"55015"	"2015"	"2015"	"All Other Causes"	"O"	346	49762	695.3	622.0	768.6	641.5	573.1	709.9	0.0%
	"Chippewa County, WI"	"55017"	"2015"	"2015"	"All Other Causes"	"O"	628	63531	988.5	911.2	1065.8	758.8	698.1	819.4	0.0%
	"Clark County, WI"	"55019"	"2015"	"2015"	"All Other Causes"	"O"	345	34445	1001.6	895.9	1107.3	734.9	654.7	815.0	0.0%
	"Columbia County, WI"	"55021"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	56743	Unreliable	12.2	39.2	Unreliable	12.4	42.0	0.0%
	"Columbia County, WI"	"55021"	"2015"	"2015"	"All Other Causes"	"O"	543	56743	956.9	876.5	1037.4	746.2	682.4	810.1	0.0%
	"Crawford County, WI"	"55023"	"2015"	"2015"	"All Other Causes"	"O"	168	16391	1025.0	870.0	1179.9	662.9	558.6	767.2	0.0%
	"Dane County, WI"	"55025"	"2015"	"2015"	"Drug-Induced Causes"	"D"	84	523643	16.0	12.8	19.9	15.7	12.4	19.5	0.0%
	"Dane County, WI"	"55025"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	39	523643	7.4	5.3	10.2	6.9	4.9	9.6	0.0%
	"Dane County, WI"	"55025"	"2015"	"2015"	"All Other Causes"	"O"	3065	523643	585.3	564.6	606.0	588.1	566.8	609.5	0.1%
	"Dodge County, WI"	"55027"	"2015"	"2015"	"Drug-Induced Causes"	"D"	22	88502	24.9	15.6	37.6	24.2	15.0	37.0	0.0%
	"Dodge County, WI"	"55027"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	88502	Unreliable	7.0	23.7	Unreliable	5.4	19.2	0.0%
	"Dodge County, WI"	"55027"	"2015"	"2015"	"All Other Causes"	"O"	911	88502	1029.4	962.5	1096.2	741.4	692.2	790.5	0.0%
	"Door County, WI"	"55029"	"2015"	"2015"	"All Other Causes"	"O"	343	27554	1244.8	1113.1	1376.6	654.6	579.5	729.7	0.0%
	"Douglas County, WI"	"55031"	"2015"	"2015"	"All Other Causes"	"O"	379	43601	869.2	781.7	956.8	671.0	601.9	740.2	0.0%
	"Dunn County, WI"	"55033"	"2015"	"2015"	"All Other Causes"	"O"	332	44497	746.1	665.9	826.4	616.5	548.5	684.6	0.0%
	"Eau Claire County, WI"	"55035"	"2015"	"2015"	"All Other Causes"	"O"	905	102105	886.3	828.6	944.1	770.4	719.0	821.9	0.0%
	"Florence County, WI"	"55037"	"2015"	"2015"	"All Other Causes"	"O"	64	4464	1433.7	1104.1	1830.8	807.0	606.2	1052.9	0.0%
	"Fond du Lac County, WI"	"55039"	"2015"	"2015"	"Drug-Induced Causes"	"D"	16	101973	Unreliable	9.0	25.5	Unreliable	9.5	28.0	0.0%
	"Fond du Lac County, WI"	"55039"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	101973	Unreliable	4.7	18.0	Unreliable	4.0	16.7	0.0%
	"Fond du Lac County, WI"	"55039"	"2015"	"2015"	"All Other Causes"	"O"	880	101973	863.0	806.0	920.0	626.1	583.6	668.5	0.0%
	"Forest County, WI"	"55041"	"2015"	"2015"	"All Other Causes"	"O"	126	9057	1391.2	1148.3	1634.1	887.4	726.7	1048.1	0.0%
	"Grant County, WI"	"55043"	"2015"	"2015"	"All Other Causes"	"O"	508	52250	972.2	887.7	1056.8	715.8	651.7	779.8	0.0%
	"Green County, WI"	"55045"	"2015"	"2015"	"All Other Causes"	"O"	356	37186	957.3	857.9	1056.8	686.2	612.9	759.4	0.0%
	"Green Lake County, WI"	"55047"	"2015"	"2015"	"All Other Causes"	"O"	223	18856	1182.6	1027.4	1337.9	708.3	613.2	803.4	0.0%
	"Iowa County, WI"	"55049"	"2015"	"2015"	"All Other Causes"	"O"	224	23813	940.7	817.5	1063.8	712.5	617.0	807.9	0.0%
	"Iron County, WI"	"55051"	"2015"	"2015"	"All Other Causes"	"O"	96	5794	1656.9	1342.1	2023.3	775.1	606.5	976.1	0.0%
	"Jackson County, WI"	"55053"	"2015"	"2015"	"All Other Causes"	"O"	219	20554	1065.5	924.4	1206.6	828.8	716.7	941.0	0.0%
	"Jefferson County, WI"	"55055"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	84559	Unreliable	7.3	24.8	Unreliable	6.8	24.4	0.0%
	"Jefferson County, WI"	"55055"	"2015"	"2015"	"All Other Causes"	"O"	640	84559	756.9	698.2	815.5	636.0	586.0	686.0	0.0%
	"Juneau County, WI"	"55057"	"2015"	"2015"	"All Other Causes"	"O"	302	26224	1151.6	1021.7	1281.5	821.1	726.5	915.8	0.0%
